operationId,date,operationType,note,totalAmtAccepted,propositions,amount_billions,participants,rate
RP 071425 2,2025-07-14,Reverse Repo,,217841000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 213614000000}, {'counterpartyType': 'pd', 'amtAccepted': 51000000}]",2620,92,5.35
RP 071525 2,2025-07-15,Reverse Repo,,198277000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4175000000}, {'counterpartyType': 'mmf', 'amtAccepted': 194102000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2560,91,5.3
RP 071625 2,2025-07-16,Reverse Repo,,197086000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3275000000}, {'counterpartyType': 'mmf', 'amtAccepted': 193811000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2500,90,5.25
RP 071725 2,2025-07-17,Reverse Repo,,193660000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3000000000}, {'counterpartyType': 'mmf', 'amtAccepted': 190659000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2790,89,5.7
RP 071825 2,2025-07-18,Reverse Repo,,199298000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4531000000}, {'counterpartyType': 'mmf', 'amtAccepted': 194767000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2730,88,5.65
RP 072125 2,2025-07-21,Reverse Repo,,213666000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 211216000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2670,87,5.6
RP 072225 2,2025-07-22,Reverse Repo,,196374000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2650000000}, {'counterpartyType': 'mmf', 'amtAccepted': 193723000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2610,86,5.55
RP 072325 2,2025-07-23,Reverse Repo,,189632000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3350000000}, {'counterpartyType': 'mmf', 'amtAccepted': 186282000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2550,85,5.5
RP 072425 2,2025-07-24,Reverse Repo,,132186000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3980000000}, {'counterpartyType': 'mmf', 'amtAccepted': 128206000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2490,84,5.45
RP 072525 2,2025-07-25,Reverse Repo,,150509000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 147959000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2430,83,5.4
RP 072825 2,2025-07-28,Reverse Repo,,170463000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 4255000000}, {'counterpartyType': 'mmf', 'amtAccepted': 165007000000}, {'counterpartyType': 'pd', 'amtAccepted': 1200000000}]",2720,82,5.35
RP 072925 2,2025-07-29,Reverse Repo,,171018000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 2825000000}, {'counterpartyType': 'mmf', 'amtAccepted': 168192000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2660,81,5.3
RP 073025 2,2025-07-30,Reverse Repo,,155481000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4425000000}, {'counterpartyType': 'mmf', 'amtAccepted': 151056000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2600,80,5.25
RP 073125 2,2025-07-31,Reverse Repo,,214445000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 34335000000}, {'counterpartyType': 'mmf', 'amtAccepted': 180110000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2540,99,5.7
RP 080125 2,2025-08-01,Reverse Repo,,97426000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3190000000}, {'counterpartyType': 'mmf', 'amtAccepted': 94236000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2480,98,5.65
RP 080425 2,2025-08-04,Reverse Repo,,125730000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3980000000}, {'counterpartyType': 'mmf', 'amtAccepted': 121749000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2420,97,5.6
RP 080525 2,2025-08-05,Reverse Repo,,84356000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3715000000}, {'counterpartyType': 'mmf', 'amtAccepted': 80641000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2360,96,5.55
RP 080625 2,2025-08-06,Reverse Repo,,91966000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 4190000000}, {'counterpartyType': 'mmf', 'amtAccepted': 87776000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2650,95,5.5
RP 080725 2,2025-08-07,Reverse Repo,,77961000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3640000000}, {'counterpartyType': 'mmf', 'amtAccepted': 74320000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2590,94,5.45
RP 080825 2,2025-08-08,Reverse Repo,,80303000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3450000000}, {'counterpartyType': 'mmf', 'amtAccepted': 76853000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2530,93,5.4
RP 081125 2,2025-08-11,Reverse Repo,,82214000000,"[{'counterpartyType': 'bank', 'amtAccepted': 1000000}, {'counterpartyType': 'gse', 'amtAccepted': 3950000000}, {'counterpartyType': 'mmf', 'amtAccepted': 78263000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2470,92,5.35
RP 081225 2,2025-08-12,Reverse Repo,,57492000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3140000000}, {'counterpartyType': 'mmf', 'amtAccepted': 54352000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2410,91,5.3
RP 081325 2,2025-08-13,Reverse Repo,,57202000000,"[{'counterpartyType': 'bank', 'amtAccepted': 5000000}, {'counterpartyType': 'gse', 'amtAccepted': 2800000000}, {'counterpartyType': 'mmf', 'amtAccepted': 54397000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2350,90,5.25
RP 081425 2,2025-08-14,Reverse Repo,,28818000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2225000000}, {'counterpartyType': 'mmf', 'amtAccepted': 26593000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2290,89,5.7
RP 081525 2,2025-08-15,Reverse Repo,,33757000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2330000000}, {'counterpartyType': 'mmf', 'amtAccepted': 31427000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2580,88,5.65
RP 081825 2,2025-08-18,Reverse Repo,,38240000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3075000000}, {'counterpartyType': 'mmf', 'amtAccepted': 35165000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2520,87,5.6
RP 081925 2,2025-08-19,Reverse Repo,,22344000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3625000000}, {'counterpartyType': 'mmf', 'amtAccepted': 18719000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2460,86,5.55
RP 082025 2,2025-08-20,Reverse Repo,,34999000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3675000000}, {'counterpartyType': 'mmf', 'amtAccepted': 31323000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2400,85,5.5
RP 082125 3,2025-08-21,Reverse Repo,,25358000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3250000000}, {'counterpartyType': 'mmf', 'amtAccepted': 22108000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2340,84,5.45
RP 082225 2,2025-08-22,Reverse Repo,,36275000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3025000000}, {'counterpartyType': 'mmf', 'amtAccepted': 33250000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2280,83,5.4
RP 082525 2,2025-08-25,Reverse Repo,,47567000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2900000000}, {'counterpartyType': 'mmf', 'amtAccepted': 44667000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2220,82,5.35
RP 082625 2,2025-08-26,Reverse Repo,,28574000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 3035000000}, {'counterpartyType': 'mmf', 'amtAccepted': 25539000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2510,81,5.3
RP 082725 2,2025-08-27,Reverse Repo,,34744000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2550000000}, {'counterpartyType': 'mmf', 'amtAccepted': 32194000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2450,80,5.25
RP 082825 2,2025-08-28,Reverse Repo,,31966000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 2525000000}, {'counterpartyType': 'mmf', 'amtAccepted': 29440000000}, {'counterpartyType': 'pd', 'amtAccepted': 1000000}]",2390,99,5.7
RP 082925 2,2025-08-29,Reverse Repo,,77898000000,"[{'counterpartyType': 'bank', 'amtAccepted': 0}, {'counterpartyType': 'gse', 'amtAccepted': 22925000000}, {'counterpartyType': 'mmf', 'amtAccepted': 54973000000}, {'counterpartyType': 'pd', 'amtAccepted': 0}]",2330,98,5.65
RP 090225 2,2025-09-02,Reverse Repo,,21066000000,,2270,97,5.6
RP 090325 2,2025-09-03,Reverse Repo,,17923000000,,2210,96,5.55
RP 090425 2,2025-09-04,Reverse Repo,,20128000000,,2150,95,5.5
RP 090525 2,2025-09-05,Reverse Repo,,20997000000,,2440,94,5.45
RP 090825 2,2025-09-08,Reverse Repo,,19416000000,,2380,93,5.4
RP 090925 2,2025-09-09,Reverse Repo,,22915000000,,2320,92,5.35
RP 091025 2,2025-09-10,Reverse Repo,,29400000000,,2260,91,5.3
RP 091125 2,2025-09-11,Reverse Repo,,26897000000,,2200,90,5.25
RP 091225 2,2025-09-12,Reverse Repo,,17331000000,,2140,89,5.7
RP 091525 2,2025-09-15,Reverse Repo,,16954000000,,2080,88,5.65
RP 091625 2,2025-09-16,Reverse Repo,,18817000000,,2370,87,5.6
RP 091725 2,2025-09-17,Reverse Repo,,13963000000,,2310,86,5.55
RP 091825 2,2025-09-18,Reverse Repo,,13707000000,,2250,85,5.5
RP 091925 2,2025-09-19,Reverse Repo,,11363000000,,2190,84,5.45
RP 092225 2,2025-09-22,Reverse Repo,,14173000000,,2130,83,5.4
RP 092325 2,2025-09-23,Reverse Repo,,14402000000,,2070,82,5.35
RP 092425 2,2025-09-24,Reverse Repo,,29172000000,,2010,81,5.3
RP 092525 2,2025-09-25,Reverse Repo,,25369000000,,2300,80,5.25
RP 092625 2,2025-09-26,Reverse Repo,,48073000000,,2240,99,5.7
RP 092925 2,2025-09-29,Reverse Repo,,56220000000,,2180,98,5.65
RP 093025 2,2025-09-30,Reverse Repo,,49071000000,,2120,97,5.6
RP 100125 2,2025-10-01,Reverse Repo,,10179000000,,2060,96,5.55
RP 100225 2,2025-10-02,Reverse Repo,,8436000000,,2000,95,5.5
RP 100325 2,2025-10-03,Reverse Repo,,25392000000,,1940,94,5.45
RP 100625 2,2025-10-06,Reverse Repo,,21776000000,,2230,93,5.4
RP 100725 2,2025-10-07,Reverse Repo,,4622000000,,2170,92,5.35
RP 100825 2,2025-10-08,Reverse Repo,,5231000000,,2110,91,5.3
RP 100925 2,2025-10-09,Reverse Repo,,4496000000,,2050,90,5.25
RP 101025 2,2025-10-10,Reverse Repo,,4124000000,,1990,89,5.7
RP 101425 2,2025-10-14,Reverse Repo,,3516000000,,1930,88,5.65
RP 101525 4,2025-10-15,Reverse Repo,,5484000000,,1870,87,5.6
RP 101625 2,2025-10-16,Reverse Repo,,6960000000,,2160,86,5.55
RP 101725 2,2025-10-17,Reverse Repo,,4102000000,,2100,85,5.5
RP 102025 2,2025-10-20,Reverse Repo,,5931000000,,2040,84,5.45
RP 102125 2,2025-10-21,Reverse Repo,,4699000000,,1980,83,5.4
RP 102225 3,2025-10-22,Reverse Repo,,4005000000,,1920,82,5.35
RP 102325 2,2025-10-23,Reverse Repo,,6941000000,,1860,81,5.3
RP 102425 2,2025-10-24,Reverse Repo,,2435000000,,1800,80,5.25
